Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width,Krumbein Rnd
 , ,mm,mm,mm,mm,mm,mm,mm,mm,mm≥,mm≤,mm,mm≤,mm, , , , , , , , , , , , , , ,mm≤, , , , , , , , , , , ,mm≤,mm, , ,mm,mm, 
1845,16461,0.168,0.246,0.084,0.359,0.084,0.355,0.079,0.079,0.001,0.022,0.772,0.024,0.771,0.682,4.255,0.235,0.467,0.218,0.223,0.465,0.939,0.061,0.998,0.73,0,0.561,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.255,0.235,1,1,0.094,0.084,85,4.486,0.299,0.074,1
634,16251,0.168,0.2,0.128,0.255,0.128,0.247,0.117,0.117,0.002,0.022,0.628,0.023,0.627,0.838,1.99,0.503,0.658,0.432,0.474,0.703,0.96,0.04,0.998,0.676,0,0.499,0.388,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.99,0.503,1,1,0.092,0.128,85,2.108,0.226,0.098,1
3616,16764,0.168,0.218,0.11,0.302,0.11,0.289,0.1,0.1,0.002,0.022,0.684,0.023,0.683,0.77,2.754,0.363,0.555,0.308,0.347,0.593,0.974,0.026,0.999,0.667,0,0.526,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.754,0.363,1,1,0.091,0.11,68,2.886,0.196,0.113,1
3552,16758,0.168,0.187,0.131,0.219,0.131,0.208,0.132,0.132,0.002,0.022,0.587,0.023,0.585,0.898,1.673,0.598,0.767,0.588,0.633,0.806,0.973,0.027,0.997,0.773,0,0.516,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.673,0.598,1,1,0.091,0.131,84,1.58,0,0,1
3772,16791,0.168,0.199,0.112,0.26,0.112,0.261,0.107,0.107,0.002,0.022,0.626,0.023,0.624,0.842,2.327,0.43,0.645,0.416,0.41,0.709,0.961,0.039,0.997,0.761,0,0.532,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.327,0.43,1,1,0.092,0.112,85,2.441,0.24,0.092,1
4661,17071,0.168,0.217,0.1,0.287,0.1,0.296,0.096,0.096,0.001,0.022,0.681,0.022,0.681,0.773,2.884,0.347,0.584,0.341,0.322,0.598,0.982,0.018,0.999,0.773,0,0.559,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.884,0.347,1,1,0.09,0.1,85,3.101,0.266,0.083,1
4359,16945,0.168,0.206,0.109,0.285,0.109,0.273,0.102,0.102,0.002,0.022,0.647,0.022,0.647,0.814,2.608,0.383,0.589,0.347,0.374,0.663,0.994,0.006,1,0.71,0,0.594,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.608,0.383,1,1,0.089,0.109,85,2.676,0,0,1
4897,17238,0.168,0.276,0.092,0.412,0.092,0.357,0.081,0.081,0.002,0.022,0.866,0.023,0.863,0.608,4.495,0.222,0.407,0.166,0.227,0.37,0.946,0.054,0.996,0.585,0,0.56,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.495,0.222,1,1,0.093,0.092,85,4.413,0.373,0.059,1
4805,17158,0.168,0.234,0.103,0.328,0.103,0.336,0.087,0.087,0.002,0.022,0.734,0.025,0.73,0.717,3.175,0.315,0.511,0.261,0.26,0.514,0.899,0.101,0.995,0.65,0,0.575,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.175,0.315,1,1,0.098,0.103,78,3.848,0.306,0.072,1
3360,16725,0.168,0.211,0.146,0.339,0.104,0.343,0.102,0.138,0.003,0.022,0.664,0.024,0.657,0.793,3.265,0.306,0.495,0.245,0.297,0.629,0.901,0.099,0.99,0.628,0,0.552,0.178,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.32,0.431,1.407,0.711,0.098,0.125,87.5,3.366,0.319,0.071,1
1543,16413,0.168,0.177,0.152,0.208,0.142,0.198,0.137,0.148,0.002,0.022,0.555,0.022,0.555,0.948,1.469,0.681,0.806,0.65,0.691,0.899,1,0,1,0.75,0,0.45,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.371,0.73,1.072,0.933,0.088,0.147,70,1.446,0,0,1
3256,16703,0.168,0.209,0.113,0.283,0.113,0.253,0.111,0.111,0.002,0.022,0.656,0.023,0.647,0.802,2.507,0.399,0.592,0.35,0.439,0.644,0.945,0.055,0.986,0.69,0,0.573,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.507,0.399,1,1,0.093,0.113,113.333,2.277,0.24,0.092,1
2968,16651,0.168,0.254,0.094,0.369,0.094,0.334,0.085,0.085,0.002,0.022,0.798,0.025,0.792,0.659,3.907,0.256,0.454,0.206,0.253,0.435,0.895,0.105,0.992,0.633,0,0.567,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.907,0.256,1,1,0.099,0.094,116.667,3.949,0.332,0.066,1
5012,17566,0.168,0.205,0.105,0.28,0.105,0.269,0.103,0.103,0.002,0.022,0.643,0.023,0.641,0.819,2.668,0.375,0.599,0.359,0.382,0.67,0.971,0.029,0.998,0.752,0,0.446,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.668,0.375,1,1,0.091,0.105,68,2.62,0.219,0.101,1
2192,16517,0.168,0.18,0.144,0.206,0.144,0.203,0.137,0.137,0.002,0.022,0.565,0.022,0.565,0.931,1.432,0.698,0.814,0.662,0.674,0.867,0.995,0.005,1,0.745,0,0.595,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.432,0.698,1,1,0.089,0.144,70,1.484,0,0,1
1176,16351,0.168,0.191,0.132,0.243,0.132,0.225,0.123,0.123,0.002,0.022,0.6,0.023,0.598,0.877,1.841,0.543,0.689,0.475,0.547,0.768,0.972,0.028,0.996,0.686,0,0.546,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.841,0.543,1,1,0.091,0.132,87.5,1.828,0.251,0.088,1
883,16297,0.168,0.184,0.148,0.216,0.148,0.205,0.138,0.138,0.002,0.022,0.578,0.022,0.577,0.911,1.46,0.685,0.776,0.602,0.671,0.83,0.997,0.003,1,0.69,0,0.475,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.46,0.685,1,1,0.088,0.148,113.333,1.49,0,0,1
4758,17128,0.168,0.203,0.103,0.28,0.103,0.273,0.101,0.101,0.002,0.022,0.638,0.022,0.637,0.825,2.716,0.368,0.599,0.358,0.371,0.681,0.988,0.012,0.999,0.764,0,0.544,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.716,0.368,1,1,0.089,0.103,68,2.692,0.183,0.121,1
4400,16968,0.167,0.192,0.119,0.251,0.119,0.243,0.114,0.114,0.002,0.022,0.603,0.022,0.603,0.873,2.109,0.474,0.666,0.443,0.47,0.761,0.996,0.004,1,0.734,0,0.449,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.109,0.474,1,1,0.088,0.119,68,2.13,0.169,0.131,1
244,16013,0.167,0.184,0.12,0.218,0.12,0.221,0.123,0.123,0.002,0.022,0.577,0.022,0.577,0.911,1.816,0.551,0.767,0.588,0.559,0.83,1,0,1,0.839,0,0.366,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.816,0.551,1,1,0.088,0.12,68,1.788,0,0,1
2171,16513,0.167,0.182,0.138,0.234,0.138,0.21,0.129,0.129,0.002,0.022,0.572,0.022,0.572,0.919,1.697,0.589,0.716,0.513,0.614,0.845,0.998,0.002,1,0.684,0,0.378,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.697,0.589,1,1,0.088,0.138,113.333,1.629,0.167,0.132,1
3867,16804,0.167,0.219,0.098,0.308,0.098,0.301,0.094,0.094,0.002,0.022,0.687,0.023,0.686,0.765,3.143,0.318,0.544,0.296,0.312,0.586,0.973,0.027,0.999,0.731,0,0.567,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.143,0.318,1,1,0.09,0.098,70,3.203,0.23,0.096,1
2061,16489,0.167,0.194,0.118,0.254,0.118,0.236,0.116,0.116,0.002,0.022,0.611,0.022,0.61,0.861,2.153,0.464,0.658,0.433,0.49,0.742,0.984,0.016,0.999,0.732,0,0.413,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.153,0.464,1,1,0.089,0.118,66,2.039,0.229,0.096,1
4779,17143,0.167,0.199,0.114,0.257,0.114,0.246,0.115,0.115,0.002,0.022,0.625,0.023,0.624,0.842,2.249,0.445,0.653,0.426,0.468,0.709,0.977,0.023,0.999,0.752,0,0.522,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.249,0.445,1,1,0.09,0.114,68,2.136,0,0,1
4553,17020,0.167,0.181,0.143,0.225,0.143,0.207,0.133,0.133,0.002,0.022,0.57,0.022,0.57,0.923,1.574,0.636,0.744,0.554,0.643,0.852,1,0,1,0.684,0,0.505,0.497,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.574,0.636,1,1,0.088,0.143,68,1.555,0,0,1
758,16272,0.167,0.266,0.09,0.395,0.09,0.361,0.08,0.08,0.002,0.022,0.836,0.024,0.83,0.629,4.408,0.227,0.424,0.179,0.222,0.396,0.903,0.097,0.993,0.621,0,0.596,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.408,0.227,1,1,0.097,0.09,85,4.501,0.355,0.062,1
3027,16663,0.167,0.261,0.104,0.379,0.104,0.333,0.089,0.089,0.002,0.022,0.82,0.025,0.815,0.641,3.655,0.274,0.442,0.195,0.267,0.411,0.877,0.123,0.994,0.561,0,0.552,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.655,0.274,1,1,0.1,0.104,66,3.743,0.331,0.066,1
1465,16401,0.167,0.197,0.114,0.263,0.114,0.248,0.109,0.109,0.002,0.022,0.619,0.023,0.618,0.85,2.319,0.431,0.636,0.404,0.438,0.722,0.972,0.028,0.998,0.736,0,0.595,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.319,0.431,1,1,0.09,0.114,87.5,2.285,0.256,0.086,1
1704,16448,0.167,0.188,0.139,0.245,0.139,0.214,0.129,0.129,0.002,0.022,0.591,0.022,0.591,0.889,1.763,0.567,0.682,0.465,0.603,0.791,0.998,0.002,1,0.644,0,0.491,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.763,0.567,1,1,0.088,0.139,85,1.657,0,0,1
4110,16883,0.167,0.232,0.093,0.336,0.093,0.321,0.087,0.087,0.002,0.022,0.73,0.023,0.728,0.721,3.619,0.276,0.498,0.248,0.27,0.519,0.951,0.049,0.998,0.705,0,0.521,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.619,0.276,1,1,0.093,0.093,85,3.708,0.287,0.077,1
703,16263,0.167,0.194,0.11,0.261,0.11,0.255,0.108,0.108,0.002,0.022,0.611,0.022,0.611,0.86,2.382,0.42,0.641,0.411,0.422,0.74,0.992,0.008,1,0.769,0,0.416,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.382,0.42,1,1,0.089,0.11,66,2.367,0,0,1
2943,16648,0.167,0.176,0.151,0.209,0.151,0.185,0.146,0.146,0.002,0.022,0.553,0.022,0.553,0.949,1.38,0.725,0.801,0.642,0.79,0.901,1,0,1,0.696,0,0.47,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.38,0.725,1,1,0.088,0.151,70,1.266,0,0,1
3675,16773,0.167,0.212,0.1,0.286,0.1,0.288,0.093,0.093,0.001,0.022,0.667,0.023,0.666,0.787,2.86,0.35,0.585,0.342,0.323,0.62,0.973,0.027,0.998,0.768,0,0.592,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.86,0.35,1,1,0.09,0.1,90,3.092,0.291,0.075,1
1402,16392,0.167,0.213,0.152,0.268,0.152,0.194,0.141,0.141,0.003,0.022,0.67,0.025,0.653,0.784,1.761,0.568,0.624,0.389,0.728,0.615,0.867,0.133,0.975,0.538,0,0.623,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.761,0.568,1,1,0.101,0.152,85,1.374,0.211,0.104,1
2599,16607,0.167,0.178,0.156,0.194,0.156,0.18,0.154,0.154,0.002,0.022,0.56,0.022,0.56,0.937,1.244,0.804,0.864,0.746,0.857,0.878,0.986,0.014,0.999,0.729,0,0.402,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.244,0.804,1,1,0.089,0.156,74,1.166,0,0,1
780,16277,0.167,0.243,0.085,0.358,0.085,0.335,0.084,0.084,0.001,0.022,0.762,0.022,0.762,0.689,4.205,0.238,0.467,0.218,0.25,0.475,0.998,0.002,1,0.72,0,0.532,0.129,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.205,0.238,1,1,0.088,0.085,116.667,4,0.332,0.066,1
4756,17125,0.167,0.175,0.176,0.199,0.132,0.188,0.13,0.175,0.002,0.022,0.55,0.022,0.55,0.954,1.512,0.661,0.84,0.705,0.693,0.911,0.999,0.001,1,0.838,0,0.403,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.129,0.886,1.339,0.747,0.088,0.154,113.333,1.442,0,0,1
444,16175,0.167,0.203,0.12,0.269,0.12,0.236,0.115,0.115,0.002,0.022,0.639,0.023,0.624,0.821,2.232,0.448,0.622,0.386,0.487,0.675,0.955,0.045,0.976,0.677,0,0.531,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.232,0.448,1,1,0.092,0.12,85,2.054,0.216,0.102,1
4014,16858,0.167,0.185,0.144,0.243,0.118,0.225,0.114,0.139,0.002,0.022,0.581,0.022,0.581,0.903,2.061,0.485,0.687,0.472,0.505,0.815,0.997,0.003,1,0.765,0,0.537,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.686,0.593,1.223,0.818,0.088,0.131,85,1.979,0.234,0.094,1
2856,16637,0.167,0.206,0.102,0.281,0.102,0.279,0.098,0.098,0.002,0.022,0.647,0.023,0.646,0.811,2.756,0.363,0.594,0.353,0.35,0.657,0.967,0.033,0.999,0.764,0,0.497,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.756,0.363,1,1,0.091,0.102,68,2.859,0.241,0.091,1
4851,17219,0.167,0.174,0.159,0.185,0.159,0.171,0.16,0.16,0.002,0.022,0.546,0.022,0.546,0.962,1.161,0.862,0.903,0.816,0.934,0.925,1,0,1,0.744,0,0.4,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.161,0.862,1,1,0.088,0.159,87.5,1.071,0,0,1
1300,16370,0.167,0.194,0.131,0.241,0.131,0.235,0.122,0.122,0.002,0.022,0.608,0.023,0.606,0.863,1.843,0.543,0.694,0.481,0.518,0.744,0.968,0.032,0.996,0.696,0,0.538,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.843,0.543,1,1,0.091,0.131,74,1.93,0,0,1
3608,16763,0.167,0.178,0.151,0.211,0.151,0.191,0.145,0.145,0.003,0.022,0.561,0.022,0.561,0.936,1.392,0.718,0.792,0.628,0.759,0.876,1,0,1,0.686,0,0.503,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.392,0.718,1,1,0.088,0.151,85,1.317,0,0,1
4308,16929,0.167,0.207,0.111,0.284,0.111,0.274,0.105,0.105,0.002,0.022,0.651,0.023,0.649,0.806,2.564,0.39,0.588,0.346,0.383,0.649,0.96,0.04,0.997,0.697,0,0.584,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.564,0.39,1,1,0.091,0.111,74,2.612,0,0,1
4380,16952,0.167,0.192,0.128,0.25,0.128,0.23,0.119,0.119,0.002,0.022,0.602,0.022,0.602,0.871,1.954,0.512,0.668,0.446,0.516,0.759,0.992,0.008,1,0.685,0,0.56,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.954,0.512,1,1,0.088,0.128,116.667,1.939,0.238,0.092,1
584,16236,0.167,0.226,0.091,0.314,0.091,0.315,0.091,0.091,0.001,0.022,0.71,0.023,0.709,0.739,3.454,0.29,0.532,0.283,0.289,0.546,0.967,0.033,0.999,0.769,0,0.592,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.454,0.29,1,1,0.091,0.091,85,3.466,0.273,0.08,1
4570,17026,0.167,0.21,0.123,0.276,0.123,0.256,0.117,0.117,0.002,0.022,0.659,0.023,0.655,0.796,2.246,0.445,0.605,0.366,0.457,0.633,0.948,0.052,0.994,0.645,0,0.563,0.81,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.246,0.445,1,1,0.092,0.123,87.5,2.187,0.224,0.098,1
4196,16899,0.167,0.191,0.118,0.245,0.118,0.239,0.115,0.115,0.002,0.022,0.599,0.022,0.599,0.875,2.075,0.482,0.681,0.464,0.481,0.766,0.999,0.001,1,0.756,0,0.543,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.075,0.482,1,1,0.088,0.118,87.5,2.077,0,0,1
1774,16455,0.167,0.21,0.122,0.288,0.122,0.248,0.113,0.113,0.002,0.022,0.661,0.023,0.656,0.793,2.37,0.422,0.579,0.335,0.458,0.629,0.945,0.055,0.992,0.624,0,0.518,0,0.088,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.37,0.422,1,1,0.093,0.122,84,2.183,0.226,0.097,1
2109,16498,0.167,0.223,0.094,0.315,0.094,0.315,0.087,0.087,0.001,0.022,0.702,0.022,0.701,0.747,3.338,0.3,0.529,0.28,0.277,0.558,0.988,0.012,1,0.734,0,0.467,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.338,0.3,1,1,0.089,0.094,87.5,3.605,0.234,0.094,1
5266,18695,0.167,0.178,0.139,0.21,0.139,0.2,0.135,0.135,0.002,0.022,0.56,0.022,0.56,0.937,1.511,0.662,0.794,0.631,0.675,0.877,1,0,1,0.748,0,0.396,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.511,0.662,1,1,0.087,0.139,70,1.482,0,0,1
1059,16334,0.167,0.187,0.121,0.24,0.121,0.231,0.118,0.118,0.002,0.022,0.588,0.022,0.588,0.891,1.971,0.507,0.696,0.485,0.511,0.793,0.996,0.004,1,0.751,0,0.503,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.971,0.507,1,1,0.088,0.121,87.5,1.957,0.221,0.099,1
3006,16658,0.167,0.201,0.118,0.277,0.118,0.244,0.112,0.112,0.002,0.022,0.632,0.023,0.63,0.828,2.349,0.426,0.601,0.362,0.46,0.686,0.97,0.03,0.997,0.667,0,0.54,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.349,0.426,1,1,0.09,0.118,68,2.175,0,0,1
5197,18047,0.167,0.202,0.111,0.281,0.111,0.26,0.105,0.105,0.002,0.022,0.635,0.022,0.635,0.825,2.525,0.396,0.593,0.351,0.404,0.681,1,0,1,0.696,0,0.502,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.525,0.396,1,1,0.087,0.111,66,2.476,0.239,0.091,1
4592,17044,0.167,0.283,0.112,0.491,0.088,0.382,0.077,0.091,0.003,0.022,0.891,0.027,0.867,0.588,5.596,0.179,0.339,0.115,0.202,0.346,0.795,0.205,0.973,0.506,0,0.583,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.405,0.227,1.271,0.787,0.11,0.1,85,4.943,0.48,0.052,1
4673,17077,0.167,0.193,0.125,0.263,0.125,0.229,0.119,0.119,0.002,0.022,0.607,0.022,0.607,0.863,2.102,0.476,0.635,0.403,0.52,0.745,0.999,0.001,1,0.666,0,0.552,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.102,0.476,1,1,0.087,0.125,87.5,1.922,0,0,1
4905,17240,0.167,0.212,0.095,0.276,0.095,0.295,0.093,0.093,0.001,0.022,0.667,0.023,0.664,0.785,2.908,0.344,0.604,0.364,0.316,0.616,0.951,0.049,0.996,0.832,0,0.486,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.908,0.344,1,1,0.092,0.095,74,3.166,0.248,0.088,1
2233,16525,0.167,0.205,0.141,0.265,0.141,0.227,0.127,0.127,0.003,0.022,0.643,0.023,0.641,0.814,1.883,0.531,0.629,0.396,0.561,0.663,0.946,0.054,0.997,0.585,0,0.482,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.883,0.531,1,1,0.092,0.141,68,1.781,0.22,0.099,1
5199,18049,0.167,0.207,0.105,0.292,0.105,0.27,0.1,0.1,0.002,0.022,0.65,0.022,0.65,0.805,2.775,0.36,0.57,0.325,0.372,0.648,0.986,0.014,0.999,0.708,0,0.514,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.775,0.36,1,1,0.088,0.105,78,2.691,0.215,0.101,1
4555,17021,0.167,0.203,0.114,0.275,0.114,0.258,0.103,0.103,0.002,0.022,0.638,0.022,0.636,0.821,2.402,0.416,0.606,0.367,0.401,0.673,0.972,0.028,0.998,0.693,0,0.556,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.402,0.416,1,1,0.09,0.114,116.667,2.494,0.268,0.081,1
4459,16988,0.167,0.185,0.123,0.242,0.123,0.225,0.121,0.121,0.002,0.022,0.581,0.022,0.581,0.9,1.961,0.51,0.688,0.474,0.535,0.811,0.998,0.002,1,0.73,0,0.523,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.961,0.51,1,1,0.087,0.123,116.667,1.869,0,0,1
2341,16559,0.167,0.202,0.116,0.276,0.116,0.252,0.108,0.108,0.002,0.022,0.635,0.022,0.634,0.825,2.369,0.422,0.604,0.365,0.429,0.68,0.983,0.017,0.999,0.679,0,0.441,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.369,0.422,1,1,0.089,0.116,87.5,2.329,0.212,0.103,1
1748,16453,0.167,0.236,0.093,0.34,0.093,0.31,0.09,0.09,0.002,0.022,0.74,0.023,0.736,0.707,3.653,0.274,0.49,0.24,0.289,0.5,0.953,0.047,0.994,0.689,0,0.547,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.653,0.274,1,1,0.092,0.093,85,3.464,0.288,0.076,1
2549,16599,0.167,0.175,0.153,0.196,0.153,0.184,0.149,0.149,0.002,0.022,0.551,0.022,0.551,0.95,1.279,0.782,0.852,0.726,0.811,0.903,0.996,0.004,1,0.729,0,0.392,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.279,0.782,1,1,0.088,0.153,85,1.233,0,0,1
3633,16767,0.167,0.207,0.095,0.272,0.095,0.283,0.094,0.094,0.001,0.022,0.652,0.022,0.652,0.803,2.863,0.349,0.612,0.375,0.333,0.645,0.995,0.005,1,0.842,0,0.387,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.863,0.349,1,1,0.088,0.095,82.5,3.002,0.227,0.096,1
3636,16767,0.167,0.196,0.109,0.257,0.109,0.256,0.107,0.107,0.002,0.022,0.615,0.022,0.615,0.851,2.346,0.426,0.649,0.421,0.417,0.723,0.986,0.014,0.999,0.776,0,0.546,0.346,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.346,0.426,1,1,0.088,0.109,85,2.397,0.215,0.101,1
2397,16567,0.167,0.182,0.134,0.22,0.134,0.202,0.135,0.135,0.002,0.022,0.573,0.022,0.573,0.914,1.637,0.611,0.759,0.575,0.67,0.835,0.993,0.007,1,0.74,0,0.509,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.637,0.611,1,1,0.088,0.134,70,1.493,0.186,0.117,1
4791,17151,0.167,0.267,0.113,0.383,0.113,0.265,0.105,0.105,0.003,0.022,0.839,0.028,0.819,0.624,3.394,0.295,0.435,0.19,0.398,0.389,0.792,0.208,0.977,0.505,0,0.663,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.394,0.295,1,1,0.11,0.113,78,2.515,0.323,0.067,1
1602,16428,0.167,0.205,0.105,0.275,0.105,0.279,0.098,0.098,0.002,0.022,0.644,0.023,0.641,0.812,2.611,0.383,0.606,0.367,0.35,0.659,0.95,0.05,0.995,0.753,0,0.579,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.611,0.383,1,1,0.092,0.105,68,2.855,0.209,0.104,1
1331,16377,0.167,0.258,0.098,0.375,0.098,0.343,0.083,0.083,0.002,0.022,0.81,0.026,0.8,0.646,3.813,0.262,0.444,0.197,0.242,0.417,0.849,0.151,0.988,0.591,0,0.439,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.813,0.262,1,1,0.103,0.098,72.857,4.132,0.329,0.066,1
4377,16951,0.167,0.177,0.16,0.191,0.16,0.175,0.157,0.157,0.003,0.022,0.555,0.022,0.555,0.942,1.194,0.838,0.873,0.762,0.896,0.887,0.998,0.002,1,0.714,0,0.515,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.194,0.838,1,1,0.087,0.16,85,1.116,0,0,1
5135,17787,0.166,0.241,0.092,0.334,0.092,0.319,0.085,0.085,0.001,0.022,0.758,0.024,0.74,0.69,3.612,0.277,0.499,0.249,0.266,0.477,0.897,0.103,0.977,0.706,0,0.555,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,3.612,0.277,1,1,0.097,0.092,85,3.763,0.321,0.068,1
217,15956,0.166,0.263,0.081,0.366,0.081,0.378,0.073,0.073,0.001,0.022,0.827,0.025,0.812,0.632,4.518,0.221,0.455,0.207,0.193,0.4,0.868,0.132,0.982,0.733,0,0.553,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,4.518,0.221,1,1,0.1,0.081,85,5.186,0.326,0.067,1
2762,16623,0.166,0.207,0.124,0.28,0.124,0.24,0.113,0.113,0.002,0.022,0.651,0.023,0.641,0.803,2.257,0.443,0.595,0.355,0.469,0.646,0.934,0.066,0.985,0.629,0,0.539,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.257,0.443,1,1,0.093,0.124,87.5,2.134,0.203,0.107,1
4519,17007,0.166,0.213,0.104,0.297,0.104,0.274,0.104,0.104,0.002,0.022,0.669,0.022,0.668,0.781,2.857,0.35,0.56,0.313,0.378,0.61,0.974,0.026,0.999,0.703,0,0.585,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.857,0.35,1,1,0.089,0.104,82.5,2.647,0.21,0.103,1
4222,16904,0.166,0.276,0.077,0.422,0.077,0.388,0.071,0.071,0.001,0.022,0.869,0.022,0.868,0.602,5.487,0.182,0.394,0.155,0.183,0.362,0.984,0.016,1,0.67,0,0.57,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,5.487,0.182,1,1,0.088,0.077,113.333,5.474,0.382,0.057,1
3620,16764,0.166,0.18,0.136,0.21,0.136,0.206,0.13,0.13,0.002,0.022,0.564,0.022,0.563,0.927,1.543,0.648,0.791,0.625,0.628,0.859,0.991,0.009,0.999,0.758,0,0.449,0,0.087,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.543,0.648,1,1,0.088,0.136,68,1.592,0,0,1
